1.350238842780877917e+02,1.639836505113946146e+02,3.000000000000000000e+00
4.342573025643563511e+01,7.174817378207134766e+01,8.000000000000000000e+00
2.662647413716630052e+00,1.501356987364544437e+01,2.000000000000000000e+00
1.077717073465636730e+02,2.710130068511923085e+01,7.000000000000000000e+00
3.594064589761587314e+01,1.204594248911615750e+02,1.000000000000000000e+00
1.551174244599635017e+02,1.684908709806251466e+02,4.000000000000000000e+00
1.658010471335084901e+02,1.741416562318853778e-01,3.000000000000000000e+00
7.670083214857409359e+01,5.585352296305343600e+01,6.000000000000000000e+00
5.093646200173910188e+01,9.730630059862990322e+01,7.000000000000000000e+00
2.028806118211275233e+01,1.492020191892518710e+02,0.000000000000000000e+00
3.010805986065107831e+01,4.760832739590218665e+01,0.000000000000000000e+00
3.469188104117848326e+01,7.791427942399288042e+01,3.000000000000000000e+00
1.674632859833514544e+02,1.765646892613556815e+02,5.000000000000000000e+00
1.334335368547550971e+01,7.391480247623815103e+01,1.000000000000000000e+00
1.193058641665352297e+02,1.619579520366339977e+02,8.000000000000000000e+00
1.773414321438052070e+02,1.455738971450558381e+02,8.000000000000000000e+00
7.925178418259334023e+01,1.324956921391880940e+02,3.000000000000000000e+00
4.663598823374987035e+01,1.332564350422549353e+02,2.000000000000000000e+00
6.010811074671825338e+01,7.013213066591524125e+01,4.000000000000000000e+00
1.455197258726434768e+02,1.648946333616559912e+02,2.000000000000000000e+00
1.304641594949107173e+02,9.767289177976333292e+01,7.000000000000000000e+00
1.005256435453756154e+02,1.300701831510778916e+01,1.000000000000000000e+00
1.922637902539484500e+01,1.638525828067792247e+02,6.000000000000000000e+00
1.452453464665518084e+02,6.380337240631770612e+01,8.000000000000000000e+00
6.611562368302328707e+01,5.863899033532562299e+01,1.000000000000000000e+00
1.945776521533980130e+01,1.198111392692211723e+02,6.000000000000000000e+00
2.846410473933842500e+00,1.426917527000122732e+01,7.000000000000000000e+00
1.126644794362360074e+02,1.658008626167019273e+01,5.000000000000000000e+00
1.376859660696233902e+02,1.067837660403856503e+01,4.000000000000000000e+00
1.567061000486745854e+02,1.794307453858763211e+02,4.000000000000000000e+00
1.060365299354837099e+01,8.346220486341505307e+01,7.000000000000000000e+00
1.086370993556819542e+02,1.733234520272873453e+02,2.000000000000000000e+00
1.162019019909332656e+02,5.912870436520041295e+01,9.000000000000000000e+00
1.277291402426375555e+02,8.500741554336036643e+01,4.000000000000000000e+00
1.101617377973244771e+02,1.242911184256295485e+02,1.000000000000000000e+00
4.498880310481201406e+00,5.028249565652867403e+01,6.000000000000000000e+00
1.343696431435320449e+02,1.564755148598847256e+02,0.000000000000000000e+00
3.077472814721313199e+01,1.598022714766595129e+02,0.000000000000000000e+00
2.376223070627056089e+01,2.032317047265843613e+00,8.000000000000000000e+00
9.991733243273989729e+01,1.710452201051798795e+02,3.000000000000000000e+00
1.007630067434739232e+02,9.781940758841444961e+01,4.000000000000000000e+00
1.423148368886778599e+02,6.040169023413326954e+00,3.000000000000000000e+00
6.919731444632191142e+01,8.145372308736639866e+01,4.000000000000000000e+00
8.457833962071040901e+01,4.931847554423054447e+00,0.000000000000000000e+00
5.482829271414397709e+01,9.124291969928944468e+01,9.000000000000000000e+00
1.326642424026621825e+02,7.417680407050842462e+01,2.000000000000000000e+00
6.361380710973120500e+01,4.697774227341876951e+01,7.000000000000000000e+00
1.716782205603282705e+02,1.144783168780570861e+02,9.000000000000000000e+00
1.705393818207223546e+02,7.400556155997465169e+01,6.000000000000000000e+00
1.124929229759976010e+02,1.778676973129742578e+02,4.000000000000000000e+00
2.783865575653419189e+00,5.319357728561011101e+01,4.000000000000000000e+00
1.698638226788883401e+02,3.351884055572658117e+00,8.000000000000000000e+00
7.683512033774277938e+01,1.048751857887811525e+02,2.000000000000000000e+00
1.680328011922434541e+02,2.962017648585712948e+01,7.000000000000000000e+00
1.401453914789991586e+02,1.775834234917377614e+02,8.000000000000000000e+00
2.719401047179874453e+01,5.526468756644845115e+01,3.000000000000000000e+00
1.236881026429193753e+02,1.441083142090184879e+02,3.000000000000000000e+00
1.789798423772145100e+02,8.704300582333596026e+01,5.000000000000000000e+00
1.404212042320253602e+02,9.299429614237971009e+01,3.000000000000000000e+00
2.483341128082251359e+01,1.651339268620931193e+02,3.000000000000000000e+00
2.930751480702785727e+01,1.750323501771221402e+02,3.000000000000000000e+00
1.736629051944737867e+01,1.269273590118138202e+02,6.000000000000000000e+00
1.085135257615495519e+01,6.816088313195844961e+00,5.000000000000000000e+00
2.217035370108539638e+01,1.267315407147101070e+01,8.000000000000000000e+00
7.036916028195728146e+00,1.305222915193597260e+02,6.000000000000000000e+00
6.216009188595988633e+01,1.043630787846401375e+02,6.000000000000000000e+00
9.381126961662689112e-01,1.031015440255169153e+02,8.000000000000000000e+00
4.706912441242682377e+01,1.114809919647441205e+02,6.000000000000000000e+00
1.698166331196017609e+02,1.486036098363186113e+02,0.000000000000000000e+00
1.670039322798821217e+02,1.170949965300059716e+02,1.000000000000000000e+00
1.634439287354884129e+02,1.250934204271772643e+02,7.000000000000000000e+00
1.274291801959590771e+02,5.947713474344196527e+01,4.000000000000000000e+00
1.508952277641982676e+02,4.289718855401393682e+01,9.000000000000000000e+00
5.077880187339896167e+01,1.541417305675367686e+02,0.000000000000000000e+00
1.329004653664586613e+02,5.894750662064951285e+01,4.000000000000000000e+00
1.677349417704944585e+02,1.170958829562998602e+02,3.000000000000000000e+00
1.403075739297447910e+02,9.955457048943657128e+01,1.000000000000000000e+00
9.009010019603935859e+01,4.624027664220353273e+01,9.000000000000000000e+00
1.094616722460651346e+02,1.067712094249740460e+02,8.000000000000000000e+00
1.032163339933767077e+02,8.971565011122164890e+01,5.000000000000000000e+00
1.640963834203100191e+02,1.752037382253220699e+02,8.000000000000000000e+00
1.497558373475422684e+02,1.397393537133088159e+02,0.000000000000000000e+00
1.220317610984277508e+02,8.396768271905389724e+01,8.000000000000000000e+00
6.890759215928719428e+00,1.517989460132893669e+02,0.000000000000000000e+00
1.478288416872666744e+02,7.828583215891173097e+01,4.000000000000000000e+00
4.902133602582581062e+01,1.047550779199286097e+02,9.000000000000000000e+00
1.745528777006498444e+02,4.929420064529111301e+01,5.000000000000000000e+00
6.910008308255336829e+01,4.995821452727429346e+01,3.000000000000000000e+00
1.398760956271882492e+02,6.095857249970271141e+01,6.000000000000000000e+00
1.610227548804930393e+02,4.432476490303120187e+01,8.000000000000000000e+00
1.432335132015042234e+02,3.765888848423570323e+01,6.000000000000000000e+00
1.483554388057617359e+02,1.134031776798339450e+02,3.000000000000000000e+00
7.817821572534997188e+01,1.181530348372417336e+02,7.000000000000000000e+00
4.172018830672166700e+01,1.635794971581110815e+02,4.000000000000000000e+00
1.034018560912749365e+02,1.371537729888269155e+02,6.000000000000000000e+00
2.232142713454178207e+01,1.189891962290723768e+02,3.000000000000000000e+00
1.068278608032287593e+02,1.746980677356016258e+02,2.000000000000000000e+00
1.027127294837719944e+02,1.208038403444017632e+02,8.000000000000000000e+00
4.221828212249874213e+01,2.443008236529383836e+01,2.000000000000000000e+00
2.576817190508890931e+01,9.628401833936781884e+01,2.000000000000000000e+00
1.132241296701787832e+02,1.724341613957079744e+02,8.000000000000000000e+00
1.732532658967537316e+02,3.911049756401651223e+01,3.000000000000000000e+00
4.868396987330561387e+01,1.062506107301472014e+02,8.000000000000000000e+00
5.856864273601463111e+01,9.180107309874394161e+00,6.000000000000000000e+00
3.826540878974959270e+01,1.158934690152389919e+02,9.000000000000000000e+00
2.239847047484441589e+01,7.341273400346523204e+01,0.000000000000000000e+00
1.302401630143741613e+02,6.251591586798178923e+01,1.000000000000000000e+00
6.961306620394246636e+01,1.336355643298702773e+02,0.000000000000000000e+00
1.258703888552296348e+02,1.409711320663501795e+02,7.000000000000000000e+00
