-1.191658835794197699e+02,-7.464267768864290531e+01
2.253737685540992075e+01,-1.132762150473602816e+02
-5.264585778286785711e+01,1.152897035241070967e+02
-1.099310198426362035e+02,1.250336730970858312e+01
-1.485252073991350983e+02,5.046908568851502253e+01
1.494200106526363925e+02,-7.507055653185555855e+01
8.954227393301555082e+01,-3.901475115011234607e+01
1.086458731288515906e+02,1.352389617477515174e+02
1.328408336950640205e+02,1.193515430784421767e+02
5.178684444990329894e+01,-3.901038269457779428e+00
1.501946569804019020e+02,1.394277506904547295e+02
-2.918236465055991857e+01,1.099318824940770867e+02
1.761454941733803423e+02,-7.141750247398030638e+01
8.868491562428395980e+01,-4.213923845139319013e+01
1.260392456684091798e+02,-1.406952163035448109e+02
-8.653656531086696191e+01,-4.979360423423442938e+01
2.048428529769744699e+01,1.728269561649900652e+02
1.025495194531166305e+02,-9.467658415499271030e+01
-9.143372540626457123e+01,-2.172113523998426388e+01
-8.224844092688865516e+00,1.034459311722131218e+02
7.346741925658673722e+01,8.478878207149774937e+01
1.480909426358481937e+02,3.024572560245881725e+00
3.755480150346082269e+01,1.178323808684269522e+02
-3.688016131213061755e+01,1.621584055972919032e+02
-1.189422490317917891e+02,-1.326497325507323524e+02
2.769751182448155191e+01,3.928948022608005886e+01
1.571832281044210617e+02,6.947049443398630331e+01
5.306179856890177859e+01,1.253096741159148735e+02
-7.978788172402590817e+01,1.678773396238923965e+02
1.432528825485097741e+02,7.905067635122930980e+00
-1.167688193730865294e+02,5.967083553227151071e+01
9.868045436582063701e+01,-1.302759052087353382e+02
1.034124768637293244e+02,-1.441246243863716643e+02
-9.219316668339194720e+00,-1.116628977947177077e+02
-1.735368353372537058e+02,-1.721236902221577338e+02
1.668336725694232996e+02,7.586215904895379225e+00
1.765183963563903546e+02,1.216525675246460452e+02
8.338236003178339217e+01,-4.408511672599830433e+01
-1.183991759671518054e+02,1.316015547272479580e+02
1.305888947189375315e+00,-6.180465934529709671e+01
1.507158511463118202e+02,1.689676918558731700e+02
1.697164647992538278e+01,-7.866824292030841548e+01
1.647910468385184686e+02,5.329391929433910491e+01
8.205847460358239687e+01,-1.784048402504915600e+02
1.665939845035633304e+00,9.143995906081048020e+01
-1.790788944443924606e+02,-7.723905335244080561e+01
8.608476626096948081e+00,5.808364505512889053e+01
-1.137535148815131265e+02,1.048702145110405439e+02
8.029449756272126137e+01,2.434371587589856389e+00
-1.045818074682598962e+02,7.945357698672697211e+01
-1.786975872055002412e+02,9.241063688242847718e+01
5.907613684321576386e+01,4.578597414344165628e+01
1.042210971362067973e+01,1.042437206942630041e+02
1.313972247033001395e+02,7.882425228949325913e+01
1.408291434163053566e+02,1.150965983254857861e+01
-1.702998871718717169e+02,-1.326910339882999210e+02
7.900713323206706207e+01,1.725963338167490235e+02
1.589228127670980939e+02,1.418463092942170363e+02
-1.586009665554502135e+02,1.146688531302926251e+00
1.748234186057294153e+02,1.019637211710510343e+02
1.728579531291789522e+02,-1.625231035417469627e+02
-5.678189750790819801e+01,-1.304530337071289239e+02
-9.600447378017665301e+01,-1.689858565371308430e+02
-5.721237434259846566e+01,-9.286384387438558008e+01
1.676026287994181700e+02,2.624613469289012357e+01
8.780580801950375758e+01,1.639846373481275066e+02
1.570582357805303673e+02,-1.079674012927774811e+02
1.548592554261911225e+01,1.671757367204563423e+02
-1.734543957888324428e+02,1.674077517385506724e+02
1.778833950165819147e+02,-1.909279122139146168e+01
-1.054271525083131706e+02,1.759274760505688278e+02
-9.320279160741240787e+01,-1.133755704439233511e+02
-9.826171277022389461e+00,1.677668564564276039e+02
-1.260481509573776577e+02,-3.615667815540236774e+01
1.315955687717298019e+02,-6.132738770727077515e+00
6.633086989722434268e+00,-7.553308226225411204e+01
1.443158307024581859e+02,1.712480747443468374e+02
1.413472397667588609e+02,-1.068290491806816220e+02
-3.948404327586752061e+01,5.539048539351254519e+00
-1.042326133206800307e+02,-8.027298558216158142e+01
-1.573860469568707288e+02,-1.394024957288326334e+02
9.952232092419848186e+01,1.595793249081256704e+02
7.814489309122771843e+00,-1.482334668415854253e+02
8.228103930657178466e+01,1.613126657105920572e+02
-4.252711338413390507e+01,1.159528278263902337e+02
-1.022466536870976128e+01,-8.167412660562359861e+01
7.555915801251607000e+00,-1.090431006134270859e+02
-1.541601282217231130e+02,1.797265714042305831e+02
1.642273964854154826e+02,6.933552573186995005e+01
-9.431641287483729741e+01,-4.208955546686078009e+01
2.986969714327414493e+01,-1.118640122478428509e+02
1.540509533383466021e+02,-1.753456628928902887e+02
2.134656845765574218e+01,-1.771872430194890313e+01
1.484989632814466276e+00,-1.029477915119968685e+02
8.105715935870794908e+01,-6.007028554191431624e+01
1.207921545823844127e+02,-6.763123074546075486e+01
-1.562177258146931820e+02,1.338330456385075138e+02
1.243622755108920330e+02,1.024147383546433758e+02
-5.596990451267296152e+01,-1.075706750659416571e+02
-1.751485958806393342e+02,-1.481327941195304447e+02
-1.055005764879897754e+02,4.729676840032054486e+01
1.149199778019531806e+02,1.537886851304087372e+02
-2.685153911417610928e+01,-1.602963389160950385e+02
-4.144262233083773594e+01,7.171895842165753265e+01
-3.620598872758697695e+01,1.248309742402057907e+02
-1.207841693056306269e+02,7.811744691404122420e+01
1.582387466850194073e+02,-1.303880874309209901e+02
-1.336069322571601674e+02,-1.567097758425128120e+02
1.347079684347002342e+02,-1.064182219978873967e+01
-1.541888051945527991e+02,-8.242353679080449069e+01
1.644673633209862089e+02,-1.443721942885934197e+02
-8.059611806824536018e+01,-1.443147648328505568e+02
7.978440425923697887e+01,-1.100815121382920694e+02
1.311023442058317983e+02,1.144259249615286365e+02
1.222177871958955393e+02,1.366894228344015687e+02
-3.678839154539214462e+01,-6.987227549379676361e+01
1.323012533144279246e+02,-6.431059519556967530e+01
3.418691205725062332e+01,-1.783090443309698117e+02
7.615681767749379105e+01,6.606312862593036073e+01
1.318371332179668798e+02,1.357679670898796758e+02
4.117520431973529327e+01,-8.700739690386582481e+01
-1.545351447105575744e+02,1.182349772356212156e+02
6.663212649817320532e+00,1.704890836299259433e+02
-6.112404660076968099e+01,-8.068262497341372352e+01
1.202695604326708079e+01,-5.295003084701526319e+01
-6.032745854494462634e+01,-9.757235796501095848e-01
-5.156870374982027982e+01,7.951380382936734748e+01
-9.592057291813902964e+01,1.385576033997402590e+02
