-34.005153,115.086722
-34.874957,115.965628
-35.019042,117.547659
-34.005153,119.832816
-34.005153,123.524222
-32.387220,126.378484
-31.791523,129.190984
-31.492223,131.300359
-32.757551,134.112859
-34.802819,135.607000
-35.878211,137.276921
-37.916315,140.177312
-38.812168,143.536945
-38.812168,146.349445
-37.708008,149.425617
-37.429352,149.952961
-34.296093,150.919758
-31.041473,153.029133
-28.755932,153.556476
-25.470875,152.853351
-24.274833,151.820636
-22.337703,150.590168
-20.043365,148.656574
-19.049474,146.547199
-17.043996,146.019855
-15.016766,145.316730
-13.995717,144.086262
-12.283998,143.031574
-10.906483,142.240558
-12.283998,141.537433
-15.016766,141.449543
-17.128007,140.746418
-17.379814,139.515949
-16.370557,137.933918
-14.761948,135.297199
-13.995717,136.000324
-12.283998,136.176105
-11.251493,132.045246
-12.369862,130.551105
-14.336588,129.144855
-13.825091,127.430993
-14.166217,126.112634
-16.539139,123.036462
-17.211981,121.981775
-18.716833,121.454431
-19.629989,120.751306
-19.878144,118.993493
-21.849084,114.071618
-22.337703,113.544275
-26.655141,113.368493
-32.015365,115.477868
-33.346888,115.477868
-33.493604,114.774743
-34.005153,115.086722
