59.945817,-43.922085
65.340855,-40.582242
65.921064,-36.539273
66.558444,-34.429898
67.652407,-33.375210
68.951798,-25.816617
70.119187,-22.476773
71.505155,-22.300992
75.169850,-18.258023
79.581088,-19.488492
81.378315,-11.929898
81.827432,-15.533414
82.521079,-22.652554
83.342120,-26.871304
83.582264,-31.705289
83.621441,-35.660367
83.321709,-41.636929
83.007959,-46.910367
82.566700,-48.316617
82.335795,-55.347867
82.049280,-59.742398
81.752125,-61.851773
81.483083,-61.500210
81.178415,-63.433804
80.375985,-67.300992
80.092755,-66.861538
80.001611,-65.191617
79.596970,-65.015835
79.143080,-65.894742
78.942616,-68.707241
78.530661,-72.574429
78.085439,-72.750210
76.866625,-70.816616
76.073748,-68.324333
76.137065,-65.336052
76.346090,-63.402458
75.578812,-58.392692
72.912408,-54.613395
71.489228,-55.316520
69.648532,-54.613395
67.057846,-53.558708
64.348283,-52.064567
61.088898,-48.109489
59.945815,-43.922080
